Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2023/000332;CALLE DE LOS HERMANOS GASCÓN, DISTRITO DE HORTALEZA. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;111.363,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;216;HORTALEZA
2023/000333;PLAZA DE PEDRO ZEROLO. OBRAS DE REMODELACIÓN Y MEJORA DE LA CALIDAD DEL ESPACIO PÚBLICO;001190;15340;61904;;120.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2023/000334;BULEVAR GRAN VIA DEL SURESTE, DISTRITO DE VILLA DE VALLECAS. OBRAS DE REURBANIZACIÓN;001190;15340;61904;;135.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;218;VILLA DE VALLECAS
2023/000335;ZONAS ALEDAÑAS A LA PLAZA DE ESPAÑA. OBRAS DE ACONDICIONAMIENTO Y MEJORA DE LA ACCESIBILIDAD;001190;15340;61904;;175.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2023/000336;PLAZAS DE LAS DESCALZAS Y DE SAN MARTÍN.  REMODELACIÓN Y MEJORA DE LA CALIDAD DEL ESPACIO PÚBLICO;001190;15340;61904;;165.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2023/000389;ÁMBITO DEL PASEO DEL PRADO-RETIRO. OBRAS DE REMODELACIÓN;001190;15340;61904;;150.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;203;RETIRO
2023/003017;CALLE DE HORTALEZA DESDE CALLE HERNÁN CORTÉS HASTA LA GRAN VÍA. AMPLIACIÓN DE ACERAS (ID 22: 18531);001190;15340;61904;5;200.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2023/003018;PLAZA DE PAJARONES. REMODELACIÓN Y MEJORA DE LA CONFIGURACIÓN DEL ESPACIO URBANO (ID 22: 18598);001190;15340;61904;5;25.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS
2023/003019;ENTORNO DEL MERCADO NUEVA NUMANCIA. REURBANIZACIÓN Y ORDENACIÓN DEL ESPACIO PÚBLICO (ID 22: 18869);001190;15340;61904;5;375.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;213;PUENTE DE VALLECAS
2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;001190;15360;61904;;5.276.319,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2021/001152;AVENIDA DEL GENERAL PERÓN. REMODELACIÓN ESPACIOS ESTANCIALES E ITINERARIOS PEATONALES;001190;15360;61904;;2.830.044,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;206;TETUAN
2022/000289;EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15360;61904;;2.380.105,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;203;RETIRO
2022/000297;LATERAL NORTE AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN;001190;15360;61904;;5.134.878,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2022/000484;CARRIL BICI EN LA GRAN VÍA DE VILLAVERDE. OBRAS DE ADAPTACIÓN;001190;15360;61910;5;915.079,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;217;VILLAVERDE
2022/001262;DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN;001190;15360;61904;;4.465.900,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;207;CHAMBERI
2023/001000;LATERAL SUR DE LA AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REMODELACIÓN;001190;15360;61904;;7.568.432,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2021/000502;ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD;001190;15372;61904;;2.655.806,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2021/000470;TÚNELES DE LA CIUDAD. ACONDICIONAMIENTO DE INSTALACIONES Y DRENAJE;001190;16501;61911;;856.800,00;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS
2022/000329;PLAN DE MEJORA DE LA EFICIENCIA ENERGÉTICA DEL ALUMBRADO DE LA CIUDAD. IMPLANTACIÓN TECNOLOGÍA LED;001190;16501;60917;;5.058.633,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;998;VARIOS DISTRITOS
2022/001535;FUENTE DEL PARQUE DE ENRIQUE TIERNO GALVÁN. OBRAS DE REPARACIÓN;001190;16501;61916;;500.000,00;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;202;ARGANZUELA
2023/000324;INSTALACIONES HIDRAÚLICAS DE LA CIUDAD (FUENTES Y ESTANQUES). OBRAS DE ADECUACIÓN Y MEJORA;001190;16501;61916;;200.000,00;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;998;VARIOS DISTRITOS
2023/003009;ALUMBRADO PÚBLICO DIVERSAS CALLES DISTRITO DE CARABANCHEL.IMPLANTACIÓN TECNOLOGÍA LED (ID 22: 17096);001190;16501;60917;5;414.000,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;211;CARABANCHEL
2023/003011;ALUMBRADO PÚBLICO DIVERSAS CALLES DEL DISTRITO DE LATINA.IMPLANTACIÓN TECNOLOGÍA LED (ID 22: 18089);001190;16501;60917;5;441.600,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;210;LATINA
2023/003013;ALUMBRADO PÚBLICO DIVERSAS CALLES DEL DISTRITO DE TETUÁN.IMPLANTACIÓN TECNOLOGÍA LED (ID 22: 18690);001190;16501;60917;5;524.400,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;206;TETUAN
2023/003016;ALUMBRADO PÚBLICO DIVERSAS CALLES PUENTE DE VALLECAS.IMPLANTACIÓN TECNOLOGÍA LED (ID 22: 18878);001190;16501;60917;5;472.000,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;213;PUENTE DE VALLECAS
2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;001190;93301;62200;;2.180.306,00;10;CULTURA;03;CENTROS CULTURALES;219;VICALVARO
2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;001190;93301;62200;;11.777.375,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;201;CENTRO
2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;001190;93301;62200;;2.789.941,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;202;ARGANZUELA
2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;001190;93301;62200;5;2.114.282,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;217;VILLAVERDE
2019/000092;BIBLIOTECA VILLA DE VALLECAS. CONSTRUCCION;001190;93301;62200;;350.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;218;VILLA DE VALLECAS
2019/000822;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;1.010.383,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;218;VILLA DE VALLECAS
2020/000158;OBRAS DE CONSERVACION Y MANTENIMIENTO EN EDIFICIOS MUNICIPALES;001190;93301;63200;;3.900.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000159;OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS MUNICIPALES;001190;93301;63200;;3.000.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;001190;93301;62200;;3.519.320,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;001190;93301;62200;;2.199.565,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;2.716.135,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;213;PUENTE DE VALLECAS
2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;001190;93301;62200;5;850.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;211;CARABANCHEL
2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;001190;93301;62200;;520.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;211;CARABANCHEL
2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;001190;93301;62200;;4.506.891,00;10;CULTURA;03;CENTROS CULTURALES;205;CHAMARTIN
2020/000477;BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;825.879,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;218;VILLA DE VALLECAS
2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;001190;93301;62200;;4.044.526,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;218;VILLA DE VALLECAS
2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;001190;93301;62200;;1.270.989,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;213;PUENTE DE VALLECAS
2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;001190;93301;62200;;1.931.194,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;206;TETUAN
2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;001190;93301;63200;5;230.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;220;SAN BLAS - CANILLEJAS
2021/000370;CASA DEL RELOJ QUINTA DE LOS MOLINOS. ADECUACIÓN OBSERVATORIO PATRIMONIO CULTURAL;001190;93301;63200;5;145.000,00;10;CULTURA;03;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;001190;93301;62200;;2.314.390,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;001190;93301;62200;;300.000,00;10;CULTURA;03;CENTROS CULTURALES;216;HORTALEZA
2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;300.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;218;VILLA DE VALLECAS
2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;001190;93301;63200;;5.400.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;202;ARGANZUELA
2021/000442;EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA;001190;93301;63200;;2.788.364,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;203;RETIRO
2021/001330;CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA;001190;93301;63200;5;1.997.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;001190;93301;62200;;1.242.466,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2021/001403;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH;001190;93301;63200;;1.600.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2021/001445;PLANETARIO MADRID. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;001190;93301;63200;;349.908,00;10;CULTURA;02;MUSEOS Y COLECCIONES;202;ARGANZUELA
2022/000306;BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION;001190;93301;62200;;300.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;214;MORATALAZ
2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;001190;93301;62200;;300.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;210;LATINA
2022/000466;CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES;001190;93301;62200;;3.236.031,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000467;CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES;001190;93301;62200;;3.983.163,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;5;150.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;213;PUENTE DE VALLECAS
2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;5;150.000,00;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;218;VILLA DE VALLECAS
2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;001190;93301;62200;;300.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;203;RETIRO
2022/001064;CENTRO DE MAYORES PARQUE EUROPA. CONSTRUCCIÓN;001190;93301;62200;5;100.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;210;LATINA
2022/001268;CENTRO JUVENIL MEJÍA LEQUERICA. REFORMA ANTIGUA CASA DEL CONSERJE Y OTRAS MEJORAS;001190;93301;63200;;509.845,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;201;CENTRO
2022/001269;EDIFICIO SEDE MADRID INTERNACIONAL LAB, C/BAILÉN, 41. OBRAS DE ADECUACIÓN FACHADA Y ENVOLVENTE;001190;93301;63200;;282.229,00;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;201;CENTRO
2022/001271;CENTRO DEPORTIVO DE ALUCHE. SUBSANACIÓN PATOLOGÍAS EN LA ESTRUCTURA, ENVOLVENTE Y OTRAS;001190;93301;63200;;299.887,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;210;LATINA
2022/001276;PABELLÓN III CRUZ ROJA, CASA DE CAMPO. OBRAS DE REFORMA Y ADAPTACIÓN A NORMATIVA;001190;93301;63200;;591.819,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;209;MONCLOA-ARAVACA
2022/001278;CENTRO CULTURAL SAN FRANCISCO DE LA PRENSA. SUBSANACIÓN DE PATOLOGÍAS EN LA ESTRUCTURA;001190;93301;63200;;400.000,00;10;CULTURA;03;CENTROS CULTURALES;211;CARABANCHEL
2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;001190;93301;63200;;700.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;001190;93301;63200;5;2.459.998,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;212;USERA
2022/001282;CENTRO DEPORTIVO DE MORATALAZ. REFORMA VASO PISCINA DE VERANO Y GALERÍAS PERIMETRALES;001190;93301;63200;;210.417,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;214;MORATALAZ
2022/001285;CENTRO DEPORTIVO HORTALEZA. SUBSANACIÓN PATOLOGÍAS VASO OLÍMPICO Y ADAPTACIÓN A NORMATIVA;001190;93301;63200;;1.092.362,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2022/001303;PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN;001190;93301;62200;5;825.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2022/001304;ESCUELA INFANTIL EN CALLE SILVINA, 8, BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;001190;93301;62200;5;200.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;212;USERA
2022/001580;CENTRO DE MAYORES PALACIO DE LA DUQUESA DE SUECA. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;001190;93301;63200;;2.600.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;201;CENTRO
2022/001590;CENTRO INNOVACIÓN ECONOMÍA CIRCULAR VICÁLVARO (CIEC). ORDENACIÓN DE ESPACIOS LIBRES DE LA PARCELA;001190;93301;63200;5;548.857,00;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;219;VICALVARO
2022/001640;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN;001190;93301;62200;;300.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;219;VICALVARO
2022/001674;CENTRO DEPORTIVO BLANCA FERNÁNDEZ OCHOA. ADECUACIÓN NUEVAS PISTAS DE PÁDEL;001190;93301;63200;5;660.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;211;CARABANCHEL
2022/002008;GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 19: 8847);001190;93301;62200;5;1.589.210,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2023/000254;ESTUDIOS Y TRABAJOS TÉCNICOS PARA OBRAS EN EDIFICIOS DE NUEVA PLANTA;001190;93301;62200;;300.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2023/000255;ESTUDIOS Y TRABAJOS TÉCNICOS PARA OBRAS DE REFORMA EN EDIFICIOS;001190;93301;63200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2023/000286;CENTRO CULTURAL Y DE MAYORES EN C/ TOMELLOSO, DISTRITO USERA. CONSTRUCCIÓN;001190;93301;62200;5;150.000,00;10;CULTURA;03;CENTROS CULTURALES;212;USERA
2023/000388;EDIFICIO PASEO DEL PRADO, 30. REFORMA PARA CENTRO DE MAYORES;001190;93301;63200;;2.000.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;201;CENTRO
2023/003005;BIBLIOTECA PÚBLICA EN LA GLORIETA DEL MAR DE CRISTAL. CONSTRUCCIÓN (ID 22: 18793);001190;93301;62200;5;160.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;216;HORTALEZA
2023/003006;CENTRO CULTURAL, BIBLIOTECA, AUDITORIO Y LUDOTECA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 22: 19005);001190;93301;62200;5;170.000,00;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;219;VICALVARO
2023/003007;SEDE ASOCIACIÓN VECINOS FRATERNIDAD DE LOS CÁRMENES,C/ESCALONILLA.PLACAS FOTOVOLTAICAS(ID 22: 18827);001190;93301;63200;5;60.000,00;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;210;LATINA
2021/000446;EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL;001190;93371;63200;;543.665,00;10;CULTURA;03;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;001190;93379;62200;;100.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;203;RETIRO
2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;001190;93379;62200;;100.000,00;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;204;SALAMANCA
2023/000253;OTROS GASTOS DE INVERSIÓN OBRAS EN VÍAS PÚBLICAS EN EL DISTRITO CENTRO;001201;15322;61910;;45.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2022/001152;PARQUE DE LA CORNISA. OBRAS DE REMODELACIÓN;001201;17102;61920;;509.898,00;09;MEDIO AMBIENTE;00;PARQUES;201;CENTRO
2023/000173;CENTROS DE MAYORES DEL DISTRITO CENTRO. ADQUISICIÓN DE MOBILIARIO Y ENSERES;001201;23103;63599;;10.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;201;CENTRO
2022/000252;ESCUELA INFANTIL EL DUENDE, C/PALMA, 36. OBRAS DE AMPLIACIÓN Y MEJORA;001201;32301;63200;;449.983,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2023/000181;ESCUELAS INFANTILES DISTRITO CENTRO. ADQUISICIÓN DE OTRO MOBILIARIO Y ENSERES;001201;32301;63599;;3.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2023/000256;OBRAS DE CONSERVACIÓN DE CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE CENTRO;001201;32301;63200;;214.500,00;05;EDUCACIÓN;00;COLEGIOS;201;CENTRO
2023/000225;CENTROS CULTURALES DISTRITO CENTRO. EQUIPAMIENTO PROGRAMACIÓN CULTURAL;001201;33401;62599;;5.000,00;10;CULTURA;03;CENTROS CULTURALES;201;CENTRO
2023/000257;OBRAS DE CONSERVACIÓN DE INTALACIONES DEPORTIVAS DEL DISTRITO DE CENTRO;001201;34201;63200;;1.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;201;CENTRO
2023/000249;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CENTRO;001201;92001;62500;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;201;CENTRO
2022/001473;EDIFICIO SEDE DISTRITO CENTRO. OBRAS DE ACECUACIÓN DE LAS INSTALACIONES Y ESPACIOS;001201;93302;63200;;167.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;201;CENTRO
2023/000258;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE CENTRO;001201;93302;63200;;14.500,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;201;CENTRO
2023/000182;EQUIPAMIENTO CENTROS MAYORES DEL DISTRITO DE ARGANZUELA;001202;23103;62599;;40.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;202;ARGANZUELA
2023/000203;OBRAS DE MEJORA Y CONSERVACIÓN DE CENTROS EDUCATIVOS DEL DISTRITO DE ARGANZUELA;001202;32301;63200;;287.000,00;05;EDUCACIÓN;00;COLEGIOS;202;ARGANZUELA
2023/000214;PLACAS CONMEMORATIVAS DISTRITO DE ARGANZUELA;001202;33401;60999;;5.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;202;ARGANZUELA
2023/000224;PISTAS DE BALONCESTO DISTRITO DE ARGANZUELA. INSTALACIONES MARCADORES;001202;34201;63301;;1.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;202;ARGANZUELA
2023/000226;OBRAS DE CONSERVACIÓN DE INSTALACIONES DEPORTIVAS DEL DISTRITO DE ARGANZUELA;001202;34201;63200;;50.581,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;202;ARGANZUELA
2023/003000;PISTA DE PATINAJE MULTIUSO EN LEGAZPI, CALLES HIERRO, RODIO Y ONICE. CONSTRUCCIÓN (ID 22: 19172);001202;34201;62200;5;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;202;ARGANZUELA
